capture_device,year,size,make,type,emp
Canon+EOS+REBEL+T3i,2011.0,332.27,CANON,dslr,18.0
Canon+EOS+50D,2008.0,332.27,CANON,dslr,15.0
Canon+EOS+50D,2008.0,332.27,CANON,dslr,15.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+50D,2008.0,332.27,CANON,dslr,15.0
Canon+EOS+600D,2011.0,332.27,CANON,dslr,18.0
Canon+EOS+50D,2008.0,332.27,CANON,dslr,15.0
Canon+EOS+50D,2008.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+50D,2008.0,332.27,CANON,dslr,15.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+600D,2011.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+500D,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+500D,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+600D,2011.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+50D,2008.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+Kiss+X3,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+600D,2011.0,332.27,CANON,dslr,18.0
Canon+EOS+50D,2008.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+600D,2011.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+50D,2008.0,332.27,CANON,dslr,15.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+50D,2008.0,332.27,CANON,dslr,15.0
Canon+EOS+50D,2008.0,332.27,CANON,dslr,15.0
Canon+EOS+50D,2008.0,332.27,CANON,dslr,15.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+650D,2012.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+600D,2011.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+700D,2013.0,332.27,CANON,dslr,18.0
Canon+EOS+700D,2013.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+600D,2011.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+600D,2011.0,332.27,CANON,dslr,18.0
Canon+EOS+600D,2011.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T4i,2012.0,332.27,CANON,dslr,18.0
Canon+EOS+50D,2008.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T4i,2012.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+500D,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+600D,2011.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T3i,2011.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+700D,2013.0,332.27,CANON,dslr,18.0
Canon+EOS+700D,2013.0,332.27,CANON,dslr,18.0
Canon+EOS+700D,2013.0,332.27,CANON,dslr,18.0
Canon+EOS+700D,2013.0,332.27,CANON,dslr,18.0
Canon+EOS+700D,2013.0,332.27,CANON,dslr,18.0
Canon+EOS+600D,2011.0,332.27,CANON,dslr,18.0
Canon+EOS+700D,2013.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+Kiss+X4,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+Kiss+X4,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+500D,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+50D,2008.0,332.27,CANON,dslr,15.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T3i,2011.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+50D,2008.0,332.27,CANON,dslr,15.0
Canon+EOS+50D,2008.0,332.27,CANON,dslr,15.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T3i,2011.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T3i,2011.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T3i,2011.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T3i,2011.0,332.27,CANON,dslr,18.0
Canon+EOS+50D,2008.0,332.27,CANON,dslr,15.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+50D,2008.0,332.27,CANON,dslr,15.0
Canon+EOS+600D,2011.0,332.27,CANON,dslr,18.0
Canon+EOS+50D,2008.0,332.27,CANON,dslr,15.0
Canon+EOS+600D,2011.0,332.27,CANON,dslr,18.0
Canon+EOS+600D,2011.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+Kiss+X4,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+500D,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+500D,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+Kiss+X4,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+Kiss+X4,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+500D,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+500D,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+500D,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+550D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+500D,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+500D,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+7D,2009.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T1i,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+60D,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+Kiss+X3,2009.0,332.27,CANON,dslr,15.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
Canon+EOS+REBEL+T2i,2010.0,332.27,CANON,dslr,18.0
